"DTI_CL_MES","Mes","CL_T017ESTACION_SHOA","Estación ambiental SHOA","Value","Flag Codes","Flags"
"2020-M08","2020 Agosto","T017007","Antofagasta",15.17,,
"2020-M09","2020 Septiembre","T017007","Antofagasta",15.67,,
"2020-M10","2020 Octubre","T017007","Antofagasta",15.94,,
"2020-M11","2020 Noviembre","T017007","Antofagasta",17.45,,
"2020-M12","2020 Diciembre","T017007","Antofagasta",18.54,,
"2020-M01","2020 Enero","T017010","Isla San Félix",17.28,,
"2020-M02","2020 Febrero","T017010","Isla San Félix",18.91,,
"2020-M03","2020 Marzo","T017010","Isla San Félix",20.34,,
"2020-M04","2020 Abril","T017010","Isla San Félix",19.87,,
"2020-M05","2020 Mayo","T017010","Isla San Félix",19.18,,
"2020-M06","2020 Junio","T017010","Isla San Félix",18.54,,
"2020-M07","2020 Julio","T017010","Isla San Félix",18.1,,
"2020-M08","2020 Agosto","T017010","Isla San Félix",17.37,,
"2020-M09","2020 Septiembre","T017010","Isla San Félix",16.84,,
"2020-M10","2020 Octubre","T017010","Isla San Félix",16.72,,
"2020-M11","2020 Noviembre","T017010","Isla San Félix",17.21,,
"2020-M12","2020 Diciembre","T017010","Isla San Félix",17.7,,
"2020-M01","2020 Enero","T017011","Isla de Pascua",24.02,,
"2020-M02","2020 Febrero","T017011","Isla de Pascua",24.94,,
"2020-M03","2020 Marzo","T017011","Isla de Pascua",24.5,,
"2020-M04","2020 Abril","T017011","Isla de Pascua",23.77,,
"2020-M05","2020 Mayo","T017011","Isla de Pascua",22.78,,
"2020-M06","2020 Junio","T017011","Isla de Pascua",21.67,,
"2020-M07","2020 Julio","T017011","Isla de Pascua",21.11,,
"2020-M08","2020 Agosto","T017011","Isla de Pascua",20.62,,
"2020-M09","2020 Septiembre","T017011","Isla de Pascua",20.58,,
"2020-M10","2020 Octubre","T017011","Isla de Pascua",21.01,,
"2020-M11","2020 Noviembre","T017011","Isla de Pascua",21.84,,
"2020-M12","2020 Diciembre","T017011","Isla de Pascua",23.08,,
"2020-M01","2020 Enero","T017013","Caldera",17.23,,
"2020-M02","2020 Febrero","T017013","Caldera",17.13,,
"2020-M03","2020 Marzo","T017013","Caldera",16.69,,
"2020-M04","2020 Abril","T017013","Caldera",17.36,,
"2020-M05","2020 Mayo","T017013","Caldera",16.9,,
"2020-M06","2020 Junio","T017013","Caldera",14.24,,
"2020-M07","2020 Julio","T017013","Caldera",13.75,,
"2020-M08","2020 Agosto","T017013","Caldera",14.22,,
"2020-M09","2020 Septiembre","T017013","Caldera",14.64,,
"2020-M10","2020 Octubre","T017013","Caldera",14.51,,
"2020-M11","2020 Noviembre","T017013","Caldera",14.98,,
"2020-M12","2020 Diciembre","T017013","Caldera",16.51,,
"2020-M01","2020 Enero","T017015","Coquimbo",18.07,,
"2020-M02","2020 Febrero","T017015","Coquimbo",17.85,,
"2020-M03","2020 Marzo","T017015","Coquimbo",18.09,,
"2020-M04","2020 Abril","T017015","Coquimbo",16.1,,
"2020-M05","2020 Mayo","T017015","Coquimbo",14.85,,
"2020-M06","2020 Junio","T017015","Coquimbo",14.18,,
"2020-M07","2020 Julio","T017015","Coquimbo",13.49,,
"2020-M08","2020 Agosto","T017015","Coquimbo",13.21,,
"2020-M09","2020 Septiembre","T017015","Coquimbo",13.93,,
"2020-M10","2020 Octubre","T017015","Coquimbo",14.68,,
"2020-M11","2020 Noviembre","T017015","Coquimbo",15.25,,
"2020-M12","2020 Diciembre","T017015","Coquimbo",16.14,,
"2020-M01","2020 Enero","T017017","Isla Robinson Crusoe",19.09,,
"2020-M02","2020 Febrero","T017017","Isla Robinson Crusoe",19.54,,
"2020-M03","2020 Marzo","T017017","Isla Robinson Crusoe",19.7,,
"2020-M04","2020 Abril","T017017","Isla Robinson Crusoe",18.33,,
"2020-M05","2020 Mayo","T017017","Isla Robinson Crusoe",17.7,,
"2020-M06","2020 Junio","T017017","Isla Robinson Crusoe",16.08,,
"2020-M07","2020 Julio","T017017","Isla Robinson Crusoe",15.04,,
"2020-M08","2020 Agosto","T017017","Isla Robinson Crusoe",14.85,,
"2020-M09","2020 Septiembre","T017017","Isla Robinson Crusoe",14.17,,
"2020-M10","2020 Octubre","T017017","Isla Robinson Crusoe",14.16,,
"2020-M11","2020 Noviembre","T017017","Isla Robinson Crusoe",14.96,,
"2020-M12","2020 Diciembre","T017017","Isla Robinson Crusoe",16.5,,
"2020-M01","2020 Enero","T017019","Valparaíso",15.6,,
"2020-M02","2020 Febrero","T017019","Valparaíso",15.65,,
"2020-M03","2020 Marzo","T017019","Valparaíso",16.43,,
"2020-M04","2020 Abril","T017019","Valparaíso",14.61,,
"2020-M05","2020 Mayo","T017019","Valparaíso",12.96,,
"2020-M06","2020 Junio","T017019","Valparaíso",13.2,,
"2020-M07","2020 Julio","T017019","Valparaíso",13.19,,
"2020-M08","2020 Agosto","T017019","Valparaíso",11.87,,
"2020-M09","2020 Septiembre","T017019","Valparaíso",12.52,,
"2020-M10","2020 Octubre","T017019","Valparaíso",12.2,,
"2020-M11","2020 Noviembre","T017019","Valparaíso",13.26,,
"2020-M12","2020 Diciembre","T017019","Valparaíso",13.52,,
"2020-M01","2020 Enero","T017021","San Antonio",15.56,,
"2020-M02","2020 Febrero","T017021","San Antonio",15.73,,
"2020-M03","2020 Marzo","T017021","San Antonio",15.96,,
"2020-M04","2020 Abril","T017021","San Antonio",14.01,,
"2020-M05","2020 Mayo","T017021","San Antonio",12.53,,
"2020-M06","2020 Junio","T017021","San Antonio",12.67,,
"2020-M07","2020 Julio","T017021","San Antonio",13.15,,
"2020-M08","2020 Agosto","T017021","San Antonio",11.55,,
"2020-M09","2020 Septiembre","T017021","San Antonio",12.17,,
"2020-M10","2020 Octubre","T017021","San Antonio",11.99,,
"2020-M11","2020 Noviembre","T017021","San Antonio",12.97,,
"2020-M12","2020 Diciembre","T017021","San Antonio",13.46,,
"2020-M01","2020 Enero","T017023","Talcahuano",14.01,,
"2020-M02","2020 Febrero","T017023","Talcahuano",13.85,,
"2020-M03","2020 Marzo","T017023","Talcahuano",14.52,,
"2020-M04","2020 Abril","T017023","Talcahuano",13.59,,
"2020-M05","2020 Mayo","T017023","Talcahuano",13.65,,
"2020-M06","2020 Junio","T017023","Talcahuano",11.55,,
"2020-M07","2020 Julio","T017023","Talcahuano",11.59,,
"2020-M08","2020 Agosto","T017023","Talcahuano",11.77,,
"2020-M09","2020 Septiembre","T017023","Talcahuano",12.06,,
"2020-M10","2020 Octubre","T017023","Talcahuano",12.03,,
"2020-M11","2020 Noviembre","T017023","Talcahuano",12.5,,
"2020-M12","2020 Diciembre","T017023","Talcahuano",12.57,,
"2020-M01","2020 Enero","T017028","Corral",14.14,,
"2020-M02","2020 Febrero","T017028","Corral",13.82,,
"2020-M03","2020 Marzo","T017028","Corral",13.7,,
"2020-M04","2020 Abril","T017028","Corral",12.5,,
"2020-M05","2020 Mayo","T017028","Corral",13.7,,
"2020-M06","2020 Junio","T017028","Corral",10.96,,
"2020-M07","2020 Julio","T017028","Corral",10.03,,
"2020-M08","2020 Agosto","T017028","Corral",10.4,,
"2020-M09","2020 Septiembre","T017028","Corral",11.35,,
"2020-M10","2020 Octubre","T017028","Corral",12.38,,
"2020-M11","2020 Noviembre","T017028","Corral",13.63,,
"2020-M12","2020 Diciembre","T017028","Corral",13.95,,
"2020-M01","2020 Enero","T017030","Puerto Montt",15.08,,
"2020-M02","2020 Febrero","T017030","Puerto Montt",14.69,,
"2020-M03","2020 Marzo","T017030","Puerto Montt",14.62,,
"2020-M04","2020 Abril","T017030","Puerto Montt",12.9,,
"2020-M05","2020 Mayo","T017030","Puerto Montt",11.64,,
"2020-M06","2020 Junio","T017030","Puerto Montt",11.1,,
"2020-M07","2020 Julio","T017030","Puerto Montt",10.68,,
"2020-M08","2020 Agosto","T017030","Puerto Montt",10.31,,
"2020-M09","2020 Septiembre","T017030","Puerto Montt",10.48,,
"2020-M10","2020 Octubre","T017030","Puerto Montt",10.79,,
"2020-M11","2020 Noviembre","T017030","Puerto Montt",11.62,,
"2020-M12","2020 Diciembre","T017030","Puerto Montt",12.51,,
"2019-M12","2019 Diciembre","T017031","Ancud",14.24,,
"2020-M01","2020 Enero","T017031","Ancud",14.56,,
"2020-M02","2020 Febrero","T017031","Ancud",14.45,,
"2020-M03","2020 Marzo","T017031","Ancud",14.31,,
"2020-M04","2020 Abril","T017031","Ancud",13.16,,
"2020-M05","2020 Mayo","T017031","Ancud",12.97,,
"2020-M06","2020 Junio","T017031","Ancud",11.04,,
"2020-M07","2020 Julio","T017031","Ancud",10.56,,
"2020-M08","2020 Agosto","T017031","Ancud",10.52,,
"2020-M09","2020 Septiembre","T017031","Ancud",11.15,,
"2020-M10","2020 Octubre","T017031","Ancud",11.88,,
"2020-M11","2020 Noviembre","T017031","Ancud",13.12,,
"2020-M12","2020 Diciembre","T017031","Ancud",13.6,,
"2020-M01","2020 Enero","T017034","Puerto Chacabuco",15.44,,
"2020-M02","2020 Febrero","T017034","Puerto Chacabuco",14.28,,
"2020-M03","2020 Marzo","T017034","Puerto Chacabuco",14.21,,
"2020-M04","2020 Abril","T017034","Puerto Chacabuco",11.95,,
"2020-M05","2020 Mayo","T017034","Puerto Chacabuco",10.04,,
"2020-M06","2020 Junio","T017034","Puerto Chacabuco",8.87,,
"2020-M07","2020 Julio","T017034","Puerto Chacabuco",9.23,,
"2020-M08","2020 Agosto","T017034","Puerto Chacabuco",7.34,,
"2020-M09","2020 Septiembre","T017034","Puerto Chacabuco",8.52,,
"2020-M10","2020 Octubre","T017034","Puerto Chacabuco",9.94,,
"2020-M11","2020 Noviembre","T017034","Puerto Chacabuco",13.71,,
"2020-M12","2020 Diciembre","T017034","Puerto Chacabuco",13.64,,
"2020-M01","2020 Enero","T017036","Punta Arenas",9.28,,
"2020-M02","2020 Febrero","T017036","Punta Arenas",9.77,,
"2020-M03","2020 Marzo","T017036","Punta Arenas",9.55,,
"2020-M04","2020 Abril","T017036","Punta Arenas",8.71,,
"2020-M05","2020 Mayo","T017036","Punta Arenas",7.81,,
"2020-M06","2020 Junio","T017036","Punta Arenas",6.86,,
"2020-M07","2020 Julio","T017036","Punta Arenas",5.86,,
"2020-M08","2020 Agosto","T017036","Punta Arenas",5.6,,
"2020-M09","2020 Septiembre","T017036","Punta Arenas",5.87,,
"2020-M10","2020 Octubre","T017036","Punta Arenas",6.42,,
"2020-M11","2020 Noviembre","T017036","Punta Arenas",7.45,,
"2020-M12","2020 Diciembre","T017036","Punta Arenas",8.2,,
"2021-M01","2021 Enero","T017001","Arica",19.13,,
"2021-M02","2021 Febrero","T017001","Arica",17.87,,
"2021-M03","2021 Marzo","T017001","Arica",18.38,,
"2021-M04","2021 Abril","T017001","Arica",17.07,,
"2021-M05","2021 Mayo","T017001","Arica",16.63,,
"2021-M06","2021 Junio","T017001","Arica",16.35,,
"2021-M07","2021 Julio","T017001","Arica",15.92,,
"2021-M08","2021 Agosto","T017001","Arica",15.53,,
"2021-M09","2021 Septiembre","T017001","Arica",15.15,,
"2021-M10","2021 Octubre","T017001","Arica",15.22,,
"2021-M11","2021 Noviembre","T017001","Arica",16.22,,
"2021-M12","2021 Diciembre","T017001","Arica",17.4,,
"2021-M01","2021 Enero","T017003","Iquique",16.66,,
"2021-M02","2021 Febrero","T017003","Iquique",15.78,,
"2021-M03","2021 Marzo","T017003","Iquique",16.05,,
"2021-M04","2021 Abril","T017003","Iquique",15.8,,
"2021-M05","2021 Mayo","T017003","Iquique",15.59,,
"2021-M06","2021 Junio","T017003","Iquique",15.49,,
"2021-M07","2021 Julio","T017003","Iquique",15.22,,
"2021-M08","2021 Agosto","T017003","Iquique",14.95,,
"2021-M09","2021 Septiembre","T017003","Iquique",14.69,,
"2021-M10","2021 Octubre","T017003","Iquique",14.66,,
"2021-M11","2021 Noviembre","T017003","Iquique",15.65,,
"2021-M12","2021 Diciembre","T017003","Iquique",16.3,,
"2021-M01","2021 Enero","T017007","Antofagasta",19.58,,
"2021-M02","2021 Febrero","T017007","Antofagasta",18.78,,
"2021-M03","2021 Marzo","T017007","Antofagasta",19.26,,
"2021-M04","2021 Abril","T017007","Antofagasta",17.1,,
"2021-M05","2021 Mayo","T017007","Antofagasta",16,,
"2021-M06","2021 Junio","T017007","Antofagasta",15.27,,
"2021-M07","2021 Julio","T017007","Antofagasta",14.9,,
"2021-M08","2021 Agosto","T017007","Antofagasta",14.93,,
"2021-M09","2021 Septiembre","T017007","Antofagasta",14.88,,
"2021-M10","2021 Octubre","T017007","Antofagasta",15.49,,
"2021-M11","2021 Noviembre","T017007","Antofagasta",16.86,,
"2021-M12","2021 Diciembre","T017007","Antofagasta",17.68,,
"2021-M01","2021 Enero","T017010","Isla San Félix",18.56,,
"2021-M02","2021 Febrero","T017010","Isla San Félix",19.83,,
"2021-M03","2021 Marzo","T017010","Isla San Félix",20.41,,
"2021-M04","2021 Abril","T017010","Isla San Félix",19.93,,
"2021-M06","2021 Junio","T017010","Isla San Félix",18.39,,
"2021-M07","2021 Julio","T017010","Isla San Félix",17.55,,
"2021-M09","2021 Septiembre","T017010","Isla San Félix",16.85,,
"2021-M10","2021 Octubre","T017010","Isla San Félix",16.47,,
"2021-M11","2021 Noviembre","T017010","Isla San Félix",16.35,,
"2021-M12","2021 Diciembre","T017010","Isla San Félix",18.09,,
"2021-M01","2021 Enero","T017011","Isla de Pascua",25.11,,
"2021-M02","2021 Febrero","T017011","Isla de Pascua",25.76,,
"2021-M03","2021 Marzo","T017011","Isla de Pascua",25.44,,
"2021-M04","2021 Abril","T017011","Isla de Pascua",24.6,,
"2021-M05","2021 Mayo","T017011","Isla de Pascua",23.03,,
"2021-M06","2021 Junio","T017011","Isla de Pascua",22.1,,
"2021-M07","2021 Julio","T017011","Isla de Pascua",20.82,,
"2021-M08","2021 Agosto","T017011","Isla de Pascua",20.7,,
"2021-M09","2021 Septiembre","T017011","Isla de Pascua",20.4,,
"2021-M10","2021 Octubre","T017011","Isla de Pascua",20.69,,
"2021-M11","2021 Noviembre","T017011","Isla de Pascua",22.56,,
"2021-M12","2021 Diciembre","T017011","Isla de Pascua",23.52,,
"2021-M01","2021 Enero","T017013","Caldera",17.06,,
"2021-M02","2021 Febrero","T017013","Caldera",16.35,,
"2021-M03","2021 Marzo","T017013","Caldera",15.97,,
"2021-M04","2021 Abril","T017013","Caldera",15.69,,
"2021-M05","2021 Mayo","T017013","Caldera",15.07,,
"2021-M06","2021 Junio","T017013","Caldera",14.47,,
"2021-M07","2021 Julio","T017013","Caldera",13.93,,
"2021-M08","2021 Agosto","T017013","Caldera",13.92,,
"2021-M09","2021 Septiembre","T017013","Caldera",13.83,,
"2021-M10","2021 Octubre","T017013","Caldera",14.7,,
"2021-M11","2021 Noviembre","T017013","Caldera",15.46,,
"2021-M12","2021 Diciembre","T017013","Caldera",15.41,,
"2021-M01","2021 Enero","T017015","Coquimbo",17.61,,
"2021-M02","2021 Febrero","T017015","Coquimbo",17.66,,
"2021-M03","2021 Marzo","T017015","Coquimbo",17.66,,
"2021-M04","2021 Abril","T017015","Coquimbo",15.54,,
"2021-M05","2021 Mayo","T017015","Coquimbo",14.97,,
"2021-M06","2021 Junio","T017015","Coquimbo",13.64,,
"2021-M07","2021 Julio","T017015","Coquimbo",13.18,,
"2021-M08","2021 Agosto","T017015","Coquimbo",13.29,,
"2021-M09","2021 Septiembre","T017015","Coquimbo",13.87,,
"2021-M10","2021 Octubre","T017015","Coquimbo",14.47,,
"2021-M11","2021 Noviembre","T017015","Coquimbo",15.46,,
"2021-M12","2021 Diciembre","T017015","Coquimbo",16.1,,
"2021-M01","2021 Enero","T017017","Isla Robinson Crusoe",18.07,,
"2021-M02","2021 Febrero","T017017","Isla Robinson Crusoe",19.35,,
"2021-M03","2021 Marzo","T017017","Isla Robinson Crusoe",19.7,,
"2021-M04","2021 Abril","T017017","Isla Robinson Crusoe",18.92,,
"2021-M05","2021 Mayo","T017017","Isla Robinson Crusoe",17.21,,
"2021-M06","2021 Junio","T017017","Isla Robinson Crusoe",16.28,,
"2021-M07","2021 Julio","T017017","Isla Robinson Crusoe",15.24,,
"2021-M08","2021 Agosto","T017017","Isla Robinson Crusoe",14.37,,
"2021-M09","2021 Septiembre","T017017","Isla Robinson Crusoe",14.05,,
"2021-M10","2021 Octubre","T017017","Isla Robinson Crusoe",14.22,,
"2021-M11","2021 Noviembre","T017017","Isla Robinson Crusoe",14.95,,
"2021-M12","2021 Diciembre","T017017","Isla Robinson Crusoe",16.42,,
"2021-M01","2021 Enero","T017019","Valparaíso",14.79,,
"2021-M02","2021 Febrero","T017019","Valparaíso",14.8,,
"2021-M03","2021 Marzo","T017019","Valparaíso",14.72,,
"2021-M04","2021 Abril","T017019","Valparaíso",13.9,,
"2021-M05","2021 Mayo","T017019","Valparaíso",14.17,,
"2021-M06","2021 Junio","T017019","Valparaíso",12.55,,
"2021-M07","2021 Julio","T017019","Valparaíso",12.17,,
"2021-M08","2021 Agosto","T017019","Valparaíso",12.4,,
"2021-M09","2021 Septiembre","T017019","Valparaíso",12.68,,
"2021-M10","2021 Octubre","T017019","Valparaíso",12.7,,
"2021-M11","2021 Noviembre","T017019","Valparaíso",13.09,,
"2021-M12","2021 Diciembre","T017019","Valparaíso",15.31,,
"2021-M01","2021 Enero","T017021","San Antonio",15.36,,
"2021-M02","2021 Febrero","T017021","San Antonio",15.36,,
"2021-M03","2021 Marzo","T017021","San Antonio",14.84,,
"2021-M04","2021 Abril","T017021","San Antonio",13.52,,
"2021-M05","2021 Mayo","T017021","San Antonio",13.41,,
"2021-M06","2021 Junio","T017021","San Antonio",12.22,,
"2021-M07","2021 Julio","T017021","San Antonio",11.85,,
"2021-M08","2021 Agosto","T017021","San Antonio",12,,
"2021-M09","2021 Septiembre","T017021","San Antonio",12.57,,
"2021-M10","2021 Octubre","T017021","San Antonio",12.15,,
"2021-M11","2021 Noviembre","T017021","San Antonio",12.86,,
"2021-M12","2021 Diciembre","T017021","San Antonio",15.89,,
"2021-M01","2021 Enero","T017023","Talcahuano",13.26,,
"2021-M02","2021 Febrero","T017023","Talcahuano",15.65,,
"2021-M03","2021 Marzo","T017023","Talcahuano",14.64,,
"2021-M04","2021 Abril","T017023","Talcahuano",13.53,,
"2021-M05","2021 Mayo","T017023","Talcahuano",13.17,,
"2021-M06","2021 Junio","T017023","Talcahuano",12.22,,
"2021-M07","2021 Julio","T017023","Talcahuano",11.19,,
"2021-M08","2021 Agosto","T017023","Talcahuano",11.42,,
"2021-M09","2021 Septiembre","T017023","Talcahuano",12.5,,
"2021-M10","2021 Octubre","T017023","Talcahuano",12.92,,
"2021-M11","2021 Noviembre","T017023","Talcahuano",12.3,,
"2021-M12","2021 Diciembre","T017023","Talcahuano",13.82,,
"2021-M01","2021 Enero","T017028","Corral",14.01,,
"2021-M02","2021 Febrero","T017028","Corral",13.9,,
"2021-M03","2021 Marzo","T017028","Corral",13.41,,
"2021-M04","2021 Abril","T017028","Corral",13.12,,
"2021-M05","2021 Mayo","T017028","Corral",12.51,,
"2021-M06","2021 Junio","T017028","Corral",11.59,,
"2021-M07","2021 Julio","T017028","Corral",10.67,,
"2021-M08","2021 Agosto","T017028","Corral",10.34,,
"2021-M09","2021 Septiembre","T017028","Corral",11.59,,
"2021-M10","2021 Octubre","T017028","Corral",12.33,,
"2021-M11","2021 Noviembre","T017028","Corral",13.58,,
"2021-M12","2021 Diciembre","T017028","Corral",13.72,,
"2021-M01","2021 Enero","T017030","Puerto Montt",14.41,,
"2021-M02","2021 Febrero","T017030","Puerto Montt",15.41,,
"2021-M03","2021 Marzo","T017030","Puerto Montt",13.98,,
"2021-M04","2021 Abril","T017030","Puerto Montt",11.48,,
"2021-M05","2021 Mayo","T017030","Puerto Montt",10.1,,
"2021-M06","2021 Junio","T017030","Puerto Montt",9.4,,
"2021-M07","2021 Julio","T017030","Puerto Montt",9.19,,
"2021-M08","2021 Agosto","T017030","Puerto Montt",9.13,,
"2021-M09","2021 Septiembre","T017030","Puerto Montt",9.63,,
"2021-M10","2021 Octubre","T017030","Puerto Montt",10.28,,
"2021-M11","2021 Noviembre","T017030","Puerto Montt",11.8,,
"2021-M12","2021 Diciembre","T017030","Puerto Montt",13.79,,
"2021-M01","2021 Enero","T017031","Ancud",14.23,,
"2021-M02","2021 Febrero","T017031","Ancud",14.13,,
"2021-M03","2021 Marzo","T017031","Ancud",13.74,,
"2021-M04","2021 Abril","T017031","Ancud",12.9,,
"2021-M05","2021 Mayo","T017031","Ancud",12.06,,
"2021-M06","2021 Junio","T017031","Ancud",11.09,,
"2021-M07","2021 Julio","T017031","Ancud",10.38,,
"2021-M08","2021 Agosto","T017031","Ancud",10.05,,
"2021-M09","2021 Septiembre","T017031","Ancud",11.09,,
"2021-M10","2021 Octubre","T017031","Ancud",11.89,,
"2021-M11","2021 Noviembre","T017031","Ancud",13.26,,
"2021-M12","2021 Diciembre","T017031","Ancud",14.65,,
"2021-M01","2021 Enero","T017034","Puerto Chacabuco",15.14,,
"2021-M02","2021 Febrero","T017034","Puerto Chacabuco",16.42,,
"2021-M03","2021 Marzo","T017034","Puerto Chacabuco",14.2,,
"2021-M04","2021 Abril","T017034","Puerto Chacabuco",11.91,,
"2021-M05","2021 Mayo","T017034","Puerto Chacabuco",10.69,,
"2021-M06","2021 Junio","T017034","Puerto Chacabuco",8.84,,
"2021-M07","2021 Julio","T017034","Puerto Chacabuco",7.13,,
"2021-M08","2021 Agosto","T017034","Puerto Chacabuco",8.29,,
"2021-M09","2021 Septiembre","T017034","Puerto Chacabuco",9.15,,
"2021-M10","2021 Octubre","T017034","Puerto Chacabuco",10.06,,
"2021-M11","2021 Noviembre","T017034","Puerto Chacabuco",12.87,,
"2021-M12","2021 Diciembre","T017034","Puerto Chacabuco",16.93,,
"2021-M01","2021 Enero","T017036","Punta Arenas",8.98,,
"2021-M02","2021 Febrero","T017036","Punta Arenas",9.5,,
"2021-M03","2021 Marzo","T017036","Punta Arenas",9.1,,
"2021-M04","2021 Abril","T017036","Punta Arenas",8.41,,
"2021-M05","2021 Mayo","T017036","Punta Arenas",7.57,,
"2021-M06","2021 Junio","T017036","Punta Arenas",6.49,,
"2021-M07","2021 Julio","T017036","Punta Arenas",6.54,,
"2021-M08","2021 Agosto","T017036","Punta Arenas",6.32,,
"2021-M09","2021 Septiembre","T017036","Punta Arenas",6.48,,
"2021-M10","2021 Octubre","T017036","Punta Arenas",6.8,,
"2021-M11","2021 Noviembre","T017036","Punta Arenas",7.6,,
"2021-M12","2021 Diciembre","T017036","Punta Arenas",8.72,,
"2022-M01","2022 Enero","T017001","Arica",17.94,,
"2022-M02","2022 Febrero","T017001","Arica",17.59,,
"2022-M03","2022 Marzo","T017001","Arica",17.48,,
"2022-M04","2022 Abril","T017001","Arica",16.63,,
"2022-M05","2022 Mayo","T017001","Arica",16.72,,
"2022-M06","2022 Junio","T017001","Arica",16.05,,
"2022-M07","2022 Julio","T017001","Arica",15.64,,
"2022-M08","2022 Agosto","T017001","Arica",15.45,,
"2022-M09","2022 Septiembre","T017001","Arica",15.05,,
"2022-M10","2022 Octubre","T017001","Arica",15.24,,
"2022-M11","2022 Noviembre","T017001","Arica",16.9,,
"2022-M12","2022 Diciembre","T017001","Arica",17.64,,
"2022-M01","2022 Enero","T017003","Iquique",15.73,,
"2022-M02","2022 Febrero","T017003","Iquique",15.7,,
"2022-M03","2022 Marzo","T017003","Iquique",15.3,,
"2022-M04","2022 Abril","T017003","Iquique",15.54,,
"2022-M05","2022 Mayo","T017003","Iquique",15.33,,
"2022-M06","2022 Junio","T017003","Iquique",15.63,,
"2022-M07","2022 Julio","T017003","Iquique",15.23,,
"2022-M08","2022 Agosto","T017003","Iquique",15.08,,
"2022-M09","2022 Septiembre","T017003","Iquique",14.5,,
"2022-M10","2022 Octubre","T017003","Iquique",14.63,,
"2022-M11","2022 Noviembre","T017003","Iquique",15.67,,
"2022-M12","2022 Diciembre","T017003","Iquique",16.12,,
"2022-M01","2022 Enero","T017007","Antofagasta",19.03,,
"2022-M02","2022 Febrero","T017007","Antofagasta",18.9,,
"2022-M03","2022 Marzo","T017007","Antofagasta",17.54,,
"2022-M04","2022 Abril","T017007","Antofagasta",16.36,,
"2022-M05","2022 Mayo","T017007","Antofagasta",15.49,,
"2022-M06","2022 Junio","T017007","Antofagasta",14.94,,
"2022-M07","2022 Julio","T017007","Antofagasta",15.22,,
"2022-M08","2022 Agosto","T017007","Antofagasta",14.9,,
"2022-M09","2022 Septiembre","T017007","Antofagasta",15.33,,
"2022-M10","2022 Octubre","T017007","Antofagasta",16.07,,
"2022-M11","2022 Noviembre","T017007","Antofagasta",17.65,,
"2022-M12","2022 Diciembre","T017007","Antofagasta",19.28,,
"2022-M01","2022 Enero","T017010","Isla San Félix",20.22,,
"2022-M02","2022 Febrero","T017010","Isla San Félix",21.19,,
"2022-M04","2022 Abril","T017010","Isla San Félix",19.38,,
"2022-M05","2022 Mayo","T017010","Isla San Félix",18.4,,
"2022-M07","2022 Julio","T017010","Isla San Félix",16.91,,
"2022-M08","2022 Agosto","T017010","Isla San Félix",16.28,,
"2022-M09","2022 Septiembre","T017010","Isla San Félix",16.19,,
"2022-M10","2022 Octubre","T017010","Isla San Félix",16,,
"2022-M11","2022 Noviembre","T017010","Isla San Félix",16.93,,
"2022-M12","2022 Diciembre","T017010","Isla San Félix",18.32,,
"2022-M01","2022 Enero","T017011","Isla de Pascua",24.39,,
"2022-M02","2022 Febrero","T017011","Isla de Pascua",24.99,,
"2022-M03","2022 Marzo","T017011","Isla de Pascua",25.01,,
"2022-M04","2022 Abril","T017011","Isla de Pascua",23.91,,
"2022-M05","2022 Mayo","T017011","Isla de Pascua",22.59,,
"2022-M06","2022 Junio","T017011","Isla de Pascua",21.82,,
"2022-M07","2022 Julio","T017011","Isla de Pascua",21.14,,
"2022-M08","2022 Agosto","T017011","Isla de Pascua",20.88,,
"2022-M09","2022 Septiembre","T017011","Isla de Pascua",20.63,,
"2022-M10","2022 Octubre","T017011","Isla de Pascua",21.23,,
"2022-M11","2022 Noviembre","T017011","Isla de Pascua",22.38,,
"2022-M12","2022 Diciembre","T017011","Isla de Pascua",23.95,,
"2022-M01","2022 Enero","T017013","Caldera",16.75,,
"2022-M02","2022 Febrero","T017013","Caldera",16.47,,
"2022-M03","2022 Marzo","T017013","Caldera",16.46,,
"2022-M04","2022 Abril","T017013","Caldera",15.44,,
"2022-M05","2022 Mayo","T017013","Caldera",14.73,,
"2022-M06","2022 Junio","T017013","Caldera",14.34,,
"2022-M07","2022 Julio","T017013","Caldera",13.92,,
"2022-M08","2022 Agosto","T017013","Caldera",13.9,,
"2022-M09","2022 Septiembre","T017013","Caldera",14.21,,
"2022-M10","2022 Octubre","T017013","Caldera",14.8,,
"2022-M11","2022 Noviembre","T017013","Caldera",16.27,,
"2022-M12","2022 Diciembre","T017013","Caldera",16.96,,
"2022-M01","2022 Enero","T017015","Coquimbo",18.37,,
"2022-M02","2022 Febrero","T017015","Coquimbo",17.98,,
"2022-M03","2022 Marzo","T017015","Coquimbo",16.95,,
"2022-M04","2022 Abril","T017015","Coquimbo",15.06,,
"2022-M05","2022 Mayo","T017015","Coquimbo",14.13,,
"2022-M06","2022 Junio","T017015","Coquimbo",13,,
"2022-M07","2022 Julio","T017015","Coquimbo",13.12,,
"2022-M08","2022 Agosto","T017015","Coquimbo",13.43,,
"2022-M09","2022 Septiembre","T017015","Coquimbo",13.39,,
"2022-M10","2022 Octubre","T017015","Coquimbo",14.23,,
"2022-M11","2022 Noviembre","T017015","Coquimbo",15.59,,
"2022-M12","2022 Diciembre","T017015","Coquimbo",17.43,,
"2022-M01","2022 Enero","T017017","Isla Robinson Crusoe",18.25,,
